avgAnnCount,incidenceRate,studyPerCap,AvgHouseholdSize,PctNoHS18_24,PctHS18_24,PctUnemployed16_Over,PctBlack,PctAsian,PctOtherRace,BirthRate,TARGET_deathRate,binnedInc,Geography
266.0,472.0,20.539,2.67,24.1,37.8,6.1,6.975,0.931,2.087,5.887,206.1,BIN_3,CENTER
222.0,438.1,0.0,2.81,12.7,29.0,7.9,1.337,0.333,1.231,5.833,207.3,BIN_2,CENTER
91.0,445.2,0.0,2.52,17.3,40.1,8.9,11.435,0.489,1.66,6.96,225.5,BIN_1,CENTER
17.0,456.9,0.0,2.28,28.6,44.4,2.2,0.214,0.214,12.217,2.195,258.7,BIN_2,CENTER
1083.0,458.4,29.148,2.59,8.2,23.3,4.9,4.525,4.243,1.343,4.928,169.2,BIN_5,CENTER
29.0,372.0,0.0,2.51,24.0,45.2,9.1,0.482,0.172,1.531,4.589,195.8,BIN_1,CENTER
30.0,376.6,0.0,2.48,27.6,39.5,9.2,1.963,0.687,1.767,5.32,192.4,BIN_2,CENTER
91.0,471.1,0.0,2.52,24.1,35.7,6.4,3.228,0.617,0.97,6.007,205.3,BIN_1,CENTER
420.0,495.5,28.212,2.67,21.6,42.5,5.7,2.322,0.502,0.907,5.479,210.2,BIN_3,CENTER
124.0,436.7,0.0,2.63,8.2,22.2,3.7,3.127,1.415,2.091,5.712,205.2,BIN_3,CENTER
241.0,408.4,0.0,2.47,22.0,43.5,9.2,0.304,1.145,1.113,4.55,182.4,BIN_1,CENTER
31.0,451.5,0.0,2.57,35.8,31.3,2.7,0.185,0.864,0.123,2.165,202.1,BIN_4,CENTER
24.0,415.5,0.0,2.38,25.4,31.8,5.0,0.024,0.51,0.364,5.277,186.6,BIN_4,CENTER
322.0,449.4,251.695,2.52,18.7,36.9,5.6,3.217,1.007,5.079,7.19,184.6,BIN_4,CENTER
173.0,496.9,0.0,2.57,22.8,43.9,4.4,2.429,0.28,1.592,6.713,227.9,BIN_2,CENTER
244.0,416.7,18.299,2.7,21.5,38.9,4.3,2.11,0.302,1.36,4.519,193.7,BIN_4,CENTER
30.0,445.9,0.0,2.26,19.3,41.5,3.6,0.376,0.199,2.325,5.275,174.4,BIN_4,CENTER
35.0,442.7,0.0,2.3,28.1,31.8,4.4,7.209,0.049,5.542,9.858,174.7,BIN_1,CENTER
15.0,419.5,0.0,2.35,19.6,47.7,8.7,7.083,1.57,12.631,4.992,223.9,BIN_1,CENTER
22.0,466.5,0.0,2.57,26.9,37.4,1.6,0.08,0.133,1.381,4.275,159.7,BIN_4,CENTER
74.0,452.5,0.0,2.6,29.0,40.9,8.7,0.848,0.412,0.187,5.773,200.0,BIN_1,CENTER
124.0,448.8,0.0,2.48,14.0,34.0,7.6,7.599,1.458,9.579,6.363,209.2,BIN_2,CENTER
42.0,470.4,0.0,2.5,19.4,55.6,6.5,0.695,0.095,4.058,6.331,231.3,BIN_1,CENTER
57.0,415.2,0.0,2.58,12.2,34.0,6.7,1.869,0.553,0.934,5.685,215.0,BIN_1,CENTER
269.0,460.6,0.0,2.46,25.1,35.5,7.8,1.882,0.634,2.665,6.042,203.1,BIN_2,CENTER
81.0,465.5,0.0,2.64,18.3,38.7,3.6,0.529,0.0,7.365,5.948,174.7,BIN_5,CENTER
62.0,491.5,0.0,2.31,20.4,51.8,5.5,3.881,0.312,5.332,3.923,226.1,BIN_1,CENTER
54.0,374.7,0.0,2.5,18.2,30.5,7.8,1.411,0.622,1.067,7.8,191.7,BIN_1,CENTER
219.0,362.3,0.0,2.67,22.5,42.7,9.4,2.417,0.439,2.711,5.913,214.4,BIN_1,CENTER
162.0,393.5,0.0,2.58,20.5,44.3,7.1,1.768,0.087,0.417,5.678,198.3,BIN_3,CENTER
204.0,438.5,21.741,2.83,14.6,30.2,6.0,9.112,0.587,0.789,4.945,160.2,BIN_5,CENTER
55.0,456.5,0.0,2.98,20.2,46.4,4.0,1.894,0.735,2.504,4.885,200.2,BIN_4,CENTER
196.0,516.3,0.0,2.74,14.9,41.0,3.9,0.923,0.603,2.624,5.779,175.0,BIN_5,CENTER
183.0,454.6,0.0,2.53,27.3,35.9,8.3,8.322,0.097,1.647,4.988,202.4,BIN_1,CENTER
145.0,456.0,0.0,2.38,22.0,42.4,10.8,3.506,0.459,0.108,5.189,202.4,BIN_1,CENTER
51.0,478.7,0.0,2.49,28.4,32.4,5.4,0.364,0.0,4.247,5.897,182.3,BIN_4,CENTER
99.0,460.2,0.0,2.64,28.6,34.7,7.6,1.474,0.162,8.824,8.041,196.9,BIN_2,CENTER
221.0,434.6,0.0,2.56,22.6,43.7,7.0,0.419,0.437,0.054,5.739,202.5,BIN_2,CENTER
84.0,467.1,0.0,2.5,24.6,45.7,3.6,1.34,0.422,2.651,3.244,203.3,BIN_3,CENTER
400.0,483.4,0.0,2.53,20.0,40.8,8.2,11.085,0.695,1.72,6.695,211.7,BIN_2,CENTER
69.0,465.5,0.0,2.41,17.9,35.3,5.9,1.495,0.165,0.426,8.31,181.6,BIN_3,CENTER
55.0,391.8,94.886,2.56,21.2,38.6,8.4,1.971,0.294,0.862,3.338,189.7,BIN_2,CENTER
71.0,463.9,0.0,2.72,30.3,39.2,9.6,7.797,0.261,0.776,7.418,237.1,BIN_1,CENTER
238.0,493.2,0.0,2.53,15.0,32.2,10.4,8.211,0.269,0.439,6.834,214.1,BIN_2,CENTER
242.0,405.2,0.0,2.55,21.3,40.0,7.1,11.396,0.248,0.722,4.079,173.6,BIN_3,CENTER
166.0,413.3,0.0,2.58,18.7,38.7,9.4,0.957,0.729,1.39,5.394,229.7,BIN_1,CENTER
92.0,430.4,0.0,2.6,20.4,49.4,6.3,1.109,0.4,0.321,5.988,213.8,BIN_3,CENTER
295.0,449.8,86.58,2.36,5.1,18.7,6.3,3.726,4.184,0.492,5.396,177.4,BIN_2,CENTER
248.0,418.2,0.0,2.36,23.5,41.4,6.2,3.35,0.465,1.63,5.345,195.8,BIN_2,CENTER
203.0,475.3,0.0,2.52,14.4,30.1,6.2,2.352,0.907,0.526,5.894,195.7,BIN_2,CENTER
361.0,460.2,0.0,2.61,19.0,34.2,6.8,2.857,0.617,0.981,5.802,190.0,BIN_3,CENTER
59.0,354.7,0.0,2.34,25.6,41.6,10.6,1.203,0.428,0.641,5.051,226.4,BIN_1,CENTER
18.0,362.3,0.0,2.8,36.7,20.5,0.8,0.106,0.026,0.106,2.823,153.2,BIN_5,CENTER
432.0,445.5,0.0,2.64,15.7,36.9,5.5,1.085,0.97,1.588,5.26,174.5,BIN_5,CENTER
152.0,484.1,0.0,2.7,23.9,35.2,8.4,4.992,0.192,0.785,6.579,208.9,BIN_1,CENTER
187.0,375.8,0.0,2.64,24.0,38.5,9.8,2.052,0.719,0.955,6.133,214.9,BIN_1,CENTER
257.0,441.8,0.0,0.025,23.0,34.7,6.6,2.073,0.518,3.107,2.876,189.1,BIN_3,CENTER
41.0,398.1,0.0,2.4,34.4,38.2,7.1,7.959,0.233,7.855,6.093,166.1,BIN_1,CENTER
336.0,420.3,0.0,2.74,20.6,39.3,6.0,3.556,1.259,1.098,4.656,177.5,BIN_5,CENTER
312.0,461.0,0.0,2.43,15.6,43.1,5.3,2.573,1.716,0.852,6.522,185.2,BIN_4,CENTER
65.0,442.3,0.0,2.46,34.1,31.7,3.5,0.052,0.163,2.0,5.587,186.9,BIN_3,CENTER
48.0,452.6,0.0,2.37,10.8,22.6,2.8,3.21,0.709,0.709,4.913,125.3,BIN_4,CENTER
86.0,378.2,0.0,2.7,24.5,39.2,5.1,0.629,0.119,1.048,3.668,155.7,BIN_5,CENTER
110.0,438.3,0.0,2.16,19.4,36.4,10.1,0.255,0.679,0.336,9.371,169.5,BIN_2,WEST
361.0,414.8,148.449,2.4,3.4,13.1,8.6,0.88,6.176,1.276,3.454,155.6,BIN_4,WEST
1976.0,447.3,249.057,2.59,11.8,33.9,8.3,0.913,4.088,1.527,5.072,160.2,BIN_5,WEST
231.0,465.6,0.0,2.32,20.4,27.5,7.6,0.765,0.944,2.517,5.998,180.2,BIN_3,WEST
265.0,449.0,20.161,2.6,15.2,36.6,9.8,0.476,1.158,1.221,4.225,185.7,BIN_5,WEST
450.0,453.1,269.324,2.38,21.2,38.8,11.7,1.177,1.298,2.093,5.226,200.3,BIN_2,WEST
137.0,455.6,0.0,2.29,29.2,40.8,13.5,0.563,0.301,2.768,6.462,144.3,BIN_2,WEST
170.0,393.2,0.0,2.11,41.2,38.0,11.3,0.327,0.551,2.032,2.198,189.8,BIN_2,WEST
929.0,485.2,262.455,2.49,16.5,28.3,9.4,0.454,1.213,1.692,4.744,154.3,BIN_4,WEST
684.0,419.4,9.286,2.41,20.6,32.9,12.2,0.317,0.821,0.696,5.543,189.2,BIN_2,WEST
16.0,535.4,0.0,2.24,28.8,40.4,9.2,0.956,0.0,0.159,3.333,174.2,BIN_4,WEST
47.0,400.3,0.0,2.26,16.9,39.0,9.0,0.33,0.412,0.11,8.146,131.4,BIN_2,WEST
39.0,368.7,138.889,2.32,19.0,51.8,16.1,0.65,0.553,0.941,8.321,162.7,BIN_1,WEST
104.0,431.3,0.0,2.66,15.7,39.9,5.1,0.545,1.758,6.387,3.454,166.7,BIN_4,WEST
1208.0,441.7,103.497,2.45,16.8,36.5,10.8,0.735,1.039,1.486,5.017,172.4,BIN_3,WEST
91.0,358.5,0.0,2.76,28.6,33.2,14.4,0.975,0.775,7.044,6.84,163.9,BIN_3,WEST
640.0,491.2,59.001,2.38,17.7,38.6,12.3,0.342,0.783,1.302,6.292,199.7,BIN_1,WEST
383.0,438.0,0.0,2.39,20.0,30.9,12.4,0.893,1.157,1.766,6.075,177.9,BIN_2,WEST
342.0,449.9,63.778,2.22,21.1,47.4,7.9,0.334,1.223,2.619,4.84,199.9,BIN_2,WEST
675.0,477.4,8.296,2.61,19.2,34.5,10.6,0.438,1.224,1.237,4.659,186.5,BIN_3,WEST
157.0,441.7,32.916,2.62,20.3,37.9,11.2,1.244,1.64,6.628,8.019,164.4,BIN_1,WEST
1588.0,470.8,33.263,2.75,17.0,35.5,10.7,1.021,1.834,8.433,6.038,168.9,BIN_4,WEST
416.0,469.8,0.0,2.65,10.8,27.6,10.8,0.679,2.098,2.724,4.833,165.5,BIN_4,WEST
16.0,587.4,0.0,2.22,18.8,49.4,7.9,0.557,0.223,0.223,7.333,180.4,BIN_4,WEST
170.0,432.2,38.982,2.45,20.1,35.6,7.8,0.232,0.861,3.449,5.352,165.1,BIN_2,WEST
348.0,430.1,0.0,2.7,24.5,34.8,9.4,0.7,0.812,5.725,6.342,181.2,BIN_3,WEST
146.0,453.6,0.0,2.46,10.2,34.2,7.1,0.688,1.192,0.956,5.602,169.0,BIN_3,WEST
66.0,403.7,0.0,2.15,30.1,23.5,3.3,0.245,0.518,5.816,5.592,141.0,BIN_4,CENTER
301.0,479.7,252.543,2.49,9.2,31.5,2.6,3.125,1.301,1.568,7.891,162.4,BIN_5,CENTER
32.0,405.2,0.0,2.04,12.2,25.9,1.3,0.0,0.0,0.262,7.244,178.0,BIN_4,CENTER
106.0,403.1,0.0,2.4,14.4,41.0,1.7,1.85,0.287,2.249,9.967,170.1,BIN_5,CENTER
169.0,493.1,0.0,2.56,16.5,47.2,13.4,0.383,0.11,0.092,4.079,217.2,BIN_1,EAST
569.0,456.6,536.27,2.53,16.7,32.3,9.2,12.058,0.752,0.531,6.237,185.0,BIN_3,EAST
275.0,426.0,1390.638,2.5,13.7,31.4,7.8,0.837,0.538,0.342,5.646,189.4,BIN_3,EAST
625.0,498.3,496.796,2.48,25.4,41.9,8.9,3.407,0.472,0.484,6.447,203.2,BIN_2,EAST
271.0,489.6,15.178,2.47,2.3,15.7,10.9,2.329,3.337,0.334,2.525,192.1,BIN_1,EAST
269.0,484.8,0.0,2.49,16.5,39.9,5.0,0.451,0.512,0.364,6.029,189.7,BIN_4,EAST
406.0,427.9,0.0,2.35,18.1,36.6,8.5,3.834,0.368,0.405,3.535,185.2,BIN_2,EAST
264.0,500.2,0.0,2.62,7.6,45.3,9.9,0.985,0.185,0.194,8.673,213.3,BIN_3,EAST
1721.0,458.9,263.051,2.68,9.5,33.7,7.2,7.786,2.671,1.002,5.48,189.0,BIN_5,EAST
180.0,472.5,71.914,2.54,17.0,44.1,7.1,0.836,0.222,0.363,5.229,172.8,BIN_3,EAST
215.0,462.1,0.0,2.53,15.6,40.5,9.1,1.896,0.386,0.391,4.636,190.1,BIN_4,EAST
814.0,471.1,478.085,2.44,16.1,34.7,10.0,8.513,0.724,1.196,5.319,200.6,BIN_2,EAST
1007.0,479.5,549.578,2.65,12.2,37.3,5.5,1.395,0.991,0.52,5.171,178.7,BIN_5,EAST
231.0,488.5,238.567,2.53,15.1,33.9,9.2,2.483,0.289,0.296,5.683,224.3,BIN_4,EAST
624.0,445.6,76.332,2.43,18.0,40.1,9.0,2.305,0.337,0.459,6.225,178.3,BIN_2,EAST
214.0,459.8,0.0,2.53,20.7,39.2,7.8,1.062,0.384,0.125,5.832,203.0,BIN_2,EAST
276.0,476.5,0.0,2.37,21.7,42.2,8.1,0.709,0.372,0.25,6.301,184.6,BIN_2,EAST
293.0,439.3,1152.162,2.48,13.9,43.2,7.6,0.644,0.311,0.206,6.688,179.6,BIN_3,EAST
211.0,446.9,0.0,2.49,13.2,38.1,8.4,1.87,0.339,3.323,6.066,188.6,BIN_4,EAST
747.0,460.5,554.367,2.78,12.8,29.2,3.2,3.596,4.77,0.586,4.83,152.1,BIN_5,EAST
495.0,479.9,688.286,2.35,12.2,39.0,7.7,8.42,0.51,0.887,4.608,193.7,BIN_4,EAST
720.0,459.5,475.536,2.66,17.1,39.5,6.9,6.433,1.368,0.495,5.968,173.4,BIN_5,EAST
152.0,441.6,0.0,2.44,23.0,40.5,8.6,1.926,0.647,0.647,5.709,194.3,BIN_3,EAST
183.0,359.6,822.813,2.59,15.7,36.2,6.7,0.567,0.33,3.319,6.632,181.2,BIN_5,EAST
174.0,456.2,33.176,2.56,14.7,40.5,7.5,2.604,0.635,0.465,4.807,201.0,BIN_1,EAST
513.0,441.0,159.402,2.67,24.2,31.5,4.1,1.328,0.604,0.112,5.94,142.4,BIN_5,EAST
789.0,437.3,395.312,2.41,7.4,20.3,7.6,7.228,2.996,0.418,4.699,159.2,BIN_5,EAST
237.0,473.4,0.0,2.51,15.5,45.1,11.7,1.557,0.315,0.232,3.384,215.8,BIN_2,EAST
375.0,431.9,899.792,2.37,8.2,31.4,6.9,1.33,1.688,1.095,5.446,175.7,BIN_4,EAST
150.0,433.4,0.0,2.55,8.1,29.9,9.6,0.948,0.794,0.306,8.009,185.1,BIN_3,EAST
97.0,445.5,0.0,2.45,19.8,46.4,5.6,2.098,0.134,0.198,7.157,201.4,BIN_2,EAST
223.0,427.0,0.0,2.55,15.1,45.2,11.5,1.381,0.35,0.039,6.779,199.8,BIN_2,EAST
167.0,460.6,35.099,2.48,14.5,41.2,9.5,0.82,0.335,0.104,5.315,205.9,BIN_2,EAST
173.0,445.6,0.0,2.5,22.8,43.7,11.5,0.615,0.097,0.14,5.241,210.9,BIN_2,EAST
439.0,462.5,44.545,2.35,9.8,30.9,8.8,5.688,0.337,0.069,4.807,194.7,BIN_2,EAST
1415.0,483.8,235.556,2.39,13.9,29.0,6.0,3.702,1.268,0.536,4.694,182.5,BIN_5,EAST
335.0,445.7,32.728,2.6,16.4,41.8,8.0,2.154,0.448,0.107,5.379,201.5,BIN_2,EAST
888.0,478.5,480.741,2.57,14.6,32.0,7.2,3.377,0.987,0.322,5.541,188.8,BIN_5,EAST
252.0,460.6,176.266,2.42,19.0,43.5,7.6,1.963,0.743,0.27,6.602,205.6,BIN_4,EAST
1653.0,465.9,229.398,2.5,17.3,28.0,8.8,8.366,0.96,1.427,4.894,182.1,BIN_4,EAST
211.0,449.1,0.0,2.57,19.1,39.4,5.9,5.845,0.81,0.272,4.909,197.0,BIN_4,EAST
1511.0,463.1,12.937,2.32,16.4,31.8,9.5,15.502,0.794,0.77,4.349,190.7,BIN_2,EAST
395.0,502.1,168.312,2.43,20.5,39.5,9.6,5.825,0.466,1.013,6.933,202.0,BIN_2,EAST
130.0,435.2,42.998,2.49,18.2,41.7,12.1,1.112,0.192,0.038,5.707,206.9,BIN_2,EAST
219.0,443.1,0.0,2.54,14.8,39.6,5.5,0.436,0.259,0.377,6.326,181.9,BIN_4,EAST
562.0,449.5,604.467,2.49,14.6,41.2,7.6,2.175,1.314,0.168,4.845,177.8,BIN_4,EAST
89.0,438.4,0.0,2.41,16.3,52.1,9.3,3.541,0.127,0.268,5.658,187.9,BIN_2,EAST
183.0,456.7,0.0,2.73,21.7,33.7,7.0,0.406,0.126,0.086,4.836,185.0,BIN_4,EAST
480.0,466.1,637.386,0.024,11.7,37.9,8.3,3.292,0.349,0.235,5.74,211.5,BIN_2,EAST
276.0,457.1,0.0,2.33,13.8,47.6,5.5,0.967,0.355,1.518,4.505,185.3,BIN_4,EAST
107.0,451.2,158.094,2.48,16.1,41.3,6.6,1.017,0.412,1.659,7.38,215.5,BIN_3,EAST
179.0,443.4,0.0,2.59,25.9,37.4,9.5,0.269,0.205,0.117,4.775,200.6,BIN_3,EAST
282.0,460.5,0.0,2.68,20.5,30.9,6.9,3.25,0.294,0.103,5.002,197.4,BIN_5,EAST
156.0,468.0,0.0,2.55,21.6,46.4,13.4,0.697,0.313,0.215,5.373,217.9,BIN_2,EAST
796.0,458.7,154.059,2.54,6.9,24.3,8.7,3.904,1.755,0.418,3.908,186.3,BIN_4,EAST
244.0,471.1,0.0,2.56,19.2,34.4,7.3,0.621,0.513,0.0,3.878,192.7,BIN_4,EAST
168.0,425.6,0.0,2.6,16.2,31.8,3.4,0.325,0.176,2.805,6.184,154.6,BIN_5,EAST
703.0,445.1,188.978,2.4,21.2,40.9,8.7,7.479,0.71,0.531,4.974,186.0,BIN_2,EAST
401.0,449.2,699.754,2.52,20.9,40.1,11.3,5.227,0.531,0.316,4.967,203.9,BIN_2,EAST
316.0,424.2,83.782,2.49,9.0,40.0,7.6,3.391,0.352,3.321,5.512,193.8,BIN_3,EAST
476.0,503.0,767.979,2.5,15.4,35.1,9.6,2.637,0.44,0.255,4.764,203.0,BIN_2,EAST
297.0,439.0,629.383,2.45,10.8,28.7,8.1,2.5,0.647,0.78,4.558,174.0,BIN_3,EAST
217.0,405.0,163.596,2.62,14.7,44.4,6.7,2.605,0.719,0.33,6.776,167.3,BIN_4,EAST
2131.0,449.3,389.162,2.43,13.6,32.1,8.5,7.152,0.78,0.235,5.285,176.4,BIN_3,EAST
1343.0,478.5,0.0,2.33,19.5,42.3,7.4,8.348,0.539,0.164,4.661,187.0,BIN_3,EAST
527.0,447.1,32.287,2.49,16.1,43.2,7.0,0.845,0.375,0.495,5.284,168.7,BIN_3,EAST
221.0,459.6,0.0,2.73,13.6,41.4,4.2,2.332,2.731,0.357,5.668,165.7,BIN_5,EAST
156.0,425.0,0.0,2.49,16.7,41.5,7.5,0.899,0.28,0.805,4.894,172.1,BIN_4,EAST
72.0,456.6,0.0,2.63,16.4,43.8,12.0,0.431,0.015,0.0,8.863,184.3,BIN_2,EAST
938.0,444.5,280.662,2.73,15.5,30.4,6.1,3.456,4.512,0.632,4.708,160.4,BIN_5,EAST
387.0,475.4,1358.162,2.38,11.7,40.0,6.8,1.113,0.676,0.248,5.009,186.2,BIN_3,EAST
554.0,417.8,241.248,2.6,17.7,32.3,4.8,1.685,0.81,0.394,6.421,170.3,BIN_4,EAST
193.0,412.3,0.0,2.39,15.2,46.1,7.1,1.196,0.353,1.271,7.598,185.1,BIN_2,EAST
533.0,403.0,262.083,2.44,5.5,16.6,7.2,2.715,1.682,0.986,4.529,173.0,BIN_5,EAST
129.0,461.7,0.0,2.38,22.3,32.7,6.6,0.191,0.147,0.685,4.962,190.6,BIN_3,EAST
100.0,416.8,0.0,2.78,24.4,47.6,7.9,0.297,0.589,0.989,5.336,220.9,BIN_1,CENTER
36.0,447.6,0.0,2.28,16.6,45.4,4.9,1.911,0.035,1.911,4.432,159.5,BIN_4,CENTER
76.0,442.0,0.0,2.37,25.1,41.5,8.7,4.092,0.511,0.64,5.757,151.7,BIN_1,CENTER
24.0,360.4,0.0,2.7,34.2,32.3,3.0,0.615,0.072,16.926,2.923,181.0,BIN_5,CENTER
98.0,415.1,0.0,2.87,31.1,37.8,2.9,3.489,0.828,3.322,3.754,182.4,BIN_3,CENTER
62.0,472.6,0.0,2.25,29.9,25.0,3.0,5.617,0.265,3.629,2.11,180.2,BIN_3,CENTER
221.0,440.5,0.0,2.58,15.2,29.5,8.1,1.945,0.498,3.088,7.56,191.7,BIN_2,CENTER
145.0,429.4,0.0,2.77,25.5,41.9,9.5,2.743,0.261,3.777,5.189,211.4,BIN_2,CENTER
53.0,457.3,0.0,2.18,16.7,39.0,9.5,0.306,0.233,0.35,4.545,150.3,BIN_2,WEST
149.0,444.1,38.797,2.5,26.8,31.3,9.0,0.663,1.02,4.656,5.247,185.4,BIN_3,WEST
11.0,375.0,0.0,1.97,12.5,22.2,8.5,0.0,0.371,0.371,1.754,144.6,BIN_1,WEST
512.0,466.8,301.971,2.78,12.1,33.6,9.7,1.236,1.278,4.51,4.397,168.6,BIN_4,WEST
590.0,470.7,332.372,2.55,11.4,35.8,5.7,1.549,0.727,3.35,4.47,165.3,BIN_5,EAST
442.0,458.5,74.569,2.36,15.2,42.8,8.5,0.936,0.185,0.224,4.39,171.1,BIN_3,EAST
1133.0,476.1,183.572,2.38,12.7,36.0,6.8,6.06,0.578,0.237,4.491,180.2,BIN_4,EAST
330.0,479.9,0.0,2.43,18.6,48.1,7.3,0.568,0.226,0.306,4.585,151.2,BIN_3,EAST
2265.0,472.4,156.524,2.61,13.9,35.5,9.0,4.979,1.408,5.047,5.335,162.4,BIN_5,EAST
819.0,478.4,39.811,2.41,8.4,40.5,6.4,1.594,0.712,0.214,4.509,179.4,BIN_3,EAST
406.0,484.4,522.185,2.52,21.7,41.2,5.6,0.538,0.624,0.267,5.285,183.8,BIN_3,EAST
1149.0,509.4,48.175,2.42,8.9,32.0,5.9,1.164,1.08,0.136,4.004,169.7,BIN_5,EAST
979.0,488.3,109.962,2.28,9.1,32.4,8.5,3.407,0.496,0.305,4.764,168.5,BIN_2,EAST
43.0,560.4,0.0,2.2,11.1,47.1,4.5,0.616,0.123,0.123,3.511,159.6,BIN_2,EAST
439.0,496.1,78.174,2.48,9.4,39.7,8.6,1.526,0.472,0.452,3.332,191.8,BIN_4,EAST
626.0,442.6,392.328,2.47,3.7,23.5,5.1,3.842,5.549,0.501,3.704,142.4,BIN_4,EAST
248.0,495.4,0.0,2.39,8.9,30.1,8.1,1.184,0.616,0.248,4.792,179.4,BIN_3,EAST
516.0,473.5,0.0,2.38,22.0,41.6,7.8,2.454,0.518,0.369,4.18,183.0,BIN_2,EAST
232.0,486.0,0.0,2.52,10.6,29.2,6.1,1.499,0.528,0.139,4.785,196.6,BIN_3,EAST
551.0,481.8,0.0,2.42,16.1,36.6,7.2,1.864,0.501,0.21,6.021,191.8,BIN_3,EAST
1332.0,460.3,105.546,2.38,11.5,22.8,5.6,3.413,3.362,1.093,4.691,154.6,BIN_5,EAST
235.0,514.8,0.0,2.34,13.2,47.5,5.2,0.507,0.421,0.261,4.292,189.9,BIN_3,EAST
1566.0,478.6,39.562,2.43,12.1,31.8,8.0,7.067,1.423,0.874,4.901,182.5,BIN_3,EAST
932.0,495.6,97.285,2.41,18.7,42.0,8.4,4.125,0.197,0.27,5.078,198.7,BIN_1,EAST
49.0,462.1,134.953,1.86,34.2,58.2,4.8,27.318,0.686,2.77,1.653,206.5,BIN_2,EAST
877.0,468.5,97.632,2.56,18.5,47.2,6.9,3.816,1.029,0.749,4.842,162.2,BIN_4,EAST
88.0,458.9,0.0,2.46,17.8,48.8,7.5,1.429,0.143,0.306,4.97,177.5,BIN_4,EAST
248.0,423.7,0.0,2.36,9.9,50.5,8.1,5.285,0.457,0.412,6.823,172.7,BIN_3,EAST
457.0,425.1,34.496,2.41,7.1,22.0,7.8,2.509,1.118,0.315,4.149,151.6,BIN_2,EAST
304.0,495.4,0.0,2.38,16.3,44.9,6.4,0.527,0.255,0.107,6.414,183.2,BIN_3,EAST
124.0,393.5,0.0,2.61,24.4,47.1,5.7,0.757,0.395,1.277,5.734,162.9,BIN_4,EAST
1370.0,482.8,127.408,2.41,11.0,23.5,6.9,3.086,2.117,0.672,3.545,178.3,BIN_3,EAST
620.0,493.6,1146.659,2.38,12.8,34.4,7.0,3.799,0.417,0.548,4.727,186.1,BIN_3,EAST
814.0,471.7,0.0,2.54,17.7,34.0,6.9,1.989,1.152,6.368,5.989,172.8,BIN_4,EAST
2001.0,484.0,177.44,2.6,13.6,33.5,8.5,6.531,3.17,7.835,5.409,168.4,BIN_5,EAST
2153.0,500.0,191.553,2.39,12.9,31.3,7.8,3.939,1.075,3.11,5.104,181.1,BIN_3,EAST
260.0,465.6,0.0,2.29,15.6,35.4,9.1,2.372,0.487,0.611,6.282,170.4,BIN_3,EAST
792.0,501.6,122.555,2.37,15.0,37.8,6.8,5.678,0.702,0.421,4.669,186.7,BIN_3,EAST
304.0,485.2,559.14,2.46,24.8,44.5,6.4,0.72,0.482,0.204,5.672,168.3,BIN_2,EAST
866.0,460.1,24.039,2.89,9.7,35.3,12.0,13.614,2.211,2.691,4.319,180.0,BIN_5,EAST
124.0,490.8,0.0,0.024,14.4,45.6,6.6,1.68,2.901,0.124,3.591,152.6,BIN_5,EAST
1931.0,525.7,365.676,2.56,9.3,28.7,7.3,5.041,2.75,2.4,4.24,172.7,BIN_5,EAST
259.0,479.1,0.0,2.49,16.8,48.7,6.3,0.863,0.309,0.324,5.221,189.7,BIN_5,EAST
346.0,461.5,71.494,2.66,13.1,32.1,11.6,5.871,1.536,1.215,5.5,157.4,BIN_5,EAST
114.0,456.5,0.0,2.57,15.0,45.4,6.9,0.575,0.345,0.27,6.771,191.9,BIN_2,EAST
992.0,485.5,186.735,2.38,16.3,41.8,8.8,2.761,0.5,1.004,4.78,186.6,BIN_3,EAST
224.0,474.1,0.0,2.62,12.6,31.0,5.0,1.011,0.684,0.472,4.883,159.2,BIN_4,EAST
494.0,455.9,39.724,2.42,13.0,44.3,6.9,2.64,0.304,0.411,5.628,159.4,BIN_3,EAST
59.0,538.3,0.0,0.022,28.6,41.8,8.7,2.46,0.486,0.517,4.063,186.2,BIN_3,EAST
258.0,434.1,0.0,2.41,17.7,40.1,7.7,0.545,0.276,0.302,4.345,163.6,BIN_4,EAST
275.0,487.3,0.0,2.47,12.0,37.8,7.4,0.719,0.532,0.073,6.636,174.7,BIN_3,EAST
227.0,432.9,578.369,2.38,6.9,16.2,6.1,7.042,1.25,1.446,4.739,144.9,BIN_3,EAST
369.0,487.7,244.734,2.38,17.9,46.5,8.1,0.889,0.388,0.145,5.128,199.4,BIN_3,EAST
1356.0,482.5,96.033,2.42,10.3,33.9,6.5,2.947,0.853,0.226,4.918,186.3,BIN_5,EAST
321.0,437.2,39.064,2.47,13.7,48.5,7.8,3.509,0.538,0.593,3.971,179.4,BIN_4,EAST
2461.0,476.6,61.46,2.33,11.6,30.1,5.6,2.363,0.841,0.152,3.999,175.3,BIN_4,EAST
189.0,529.8,0.0,2.52,15.7,35.0,7.6,0.728,0.437,0.274,4.586,191.7,BIN_5,EAST
306.0,473.2,0.0,2.38,4.9,23.7,6.8,1.265,1.639,0.248,4.449,142.2,BIN_5,EAST
1034.0,491.8,42.475,2.38,11.1,29.7,8.2,1.399,2.407,1.44,5.275,184.1,BIN_5,EAST
518.0,469.0,72.795,2.27,10.0,28.1,6.9,3.517,1.74,1.512,2.873,164.0,BIN_5,EAST
